step,mloss,gloss,loss
73230.0,0.8419,0.283,1.1249
73231.0,0.8297,0.2768,1.1065
73232.0,0.8995,0.2806,1.1801
73233.0,0.8529,0.2847,1.1376
73234.0,0.841,0.2756,1.1166
73235.0,0.8669,0.2751,1.142
73236.0,0.8332,0.2767,1.1099
73237.0,0.8613,0.2765,1.1378
73238.0,0.8481,0.2835,1.1316
73239.0,0.8477,0.2723,1.12
73240.0,0.8306,0.2788,1.1094
73241.0,0.8359,0.2763,1.1122
73242.0,0.8372,0.2762,1.1134
73243.0,0.8223,0.2746,1.0969
73244.0,0.8781,0.2848,1.1629
73245.0,0.8291,0.2714,1.1004999999999998
73246.0,0.8349,0.273,1.1078999999999999
73247.0,0.8698,0.2819,1.1517
73248.0,0.8584,0.2873,1.1457000000000002
73249.0,0.8143,0.2865,1.1008
73250.0,0.8487,0.2782,1.1269
73251.0,0.8599,0.2799,1.1398
73252.0,0.8478,0.2861,1.1339000000000001
73253.0,0.8624,0.2821,1.1445
73254.0,0.8587,0.2773,1.1360000000000001
73255.0,0.8553,0.2807,1.136
73256.0,0.897,0.2929,1.1899
73257.0,0.8239,0.2829,1.1068
73258.0,0.8425,0.2825,1.125
73259.0,0.8127,0.2754,1.0880999999999998
73260.0,0.8219,0.2804,1.1023
73261.0,0.8601,0.2854,1.1455
73262.0,0.8495,0.2846,1.1341
73263.0,0.8002,0.2689,1.0691
73264.0,0.8449,0.2961,1.141
73265.0,0.8767,0.2795,1.1562000000000001
73266.0,0.8555,0.2834,1.1389
73267.0,0.8635,0.2912,1.1547
73268.0,0.8754,0.2851,1.1604999999999999
73269.0,0.8714,0.2845,1.1559
73270.0,0.8085,0.2721,1.0806
73271.0,0.8593,0.2903,1.1496
73272.0,0.8549,0.2821,1.137
73273.0,0.8709,0.2764,1.1473
73274.0,0.837,0.2844,1.1214
73275.0,0.8255,0.2817,1.1072
73276.0,0.8479,0.2798,1.1277
73277.0,0.8803,0.2805,1.1608
73278.0,0.874,0.2823,1.1562999999999999
73279.0,0.8094,0.2877,1.0971
73280.0,0.8459,0.2887,1.1346
73281.0,0.8714,0.285,1.1563999999999999
73282.0,0.8494,0.2887,1.1381000000000001
73283.0,0.8576,0.2804,1.138
73284.0,0.8486,0.2802,1.1288
73285.0,0.8738,0.2823,1.1561
73286.0,0.8115,0.2798,1.0913
73287.0,0.8606,0.2771,1.1377000000000002
73288.0,0.8677,0.2767,1.1444
73289.0,0.8393,0.2728,1.1121
73290.0,0.862,0.2758,1.1378
73291.0,0.8175,0.2709,1.0884
73292.0,0.8327,0.2771,1.1098
73293.0,0.8772,0.2846,1.1618
73294.0,0.8196,0.277,1.0966
73295.0,0.8492,0.274,1.1232
73296.0,0.8531,0.2802,1.1333
73297.0,0.8887,0.2925,1.1812
73298.0,0.8583,0.2889,1.1472
73299.0,0.7999,0.2896,1.0895000000000001
73300.0,0.8356,0.2832,1.1188
73301.0,0.8873,0.2705,1.1578
73302.0,0.8324,0.2741,1.1065
73303.0,0.8709,0.2816,1.1525
73304.0,0.8506,0.2778,1.1284
73305.0,0.8969,0.2834,1.1803
73306.0,0.8286,0.2743,1.1029
73307.0,0.8573,0.2793,1.1366
73308.0,0.8742,0.2781,1.1522999999999999
73309.0,0.824,0.2794,1.1034
73310.0,0.8231,0.2762,1.0993
73311.0,0.8409,0.2766,1.1175
73312.0,0.8851,0.2806,1.1657
73313.0,0.8902,0.2806,1.1708
73314.0,0.8804,0.2864,1.1667999999999998
73315.0,0.8513,0.278,1.1293
73316.0,0.8153,0.2759,1.0912
73317.0,0.8412,0.2828,1.1239999999999999
73318.0,0.8381,0.2855,1.1236
73319.0,0.8449,0.2852,1.1301
73320.0,0.9013,0.29,1.1913
73321.0,0.8624,0.2766,1.139
73322.0,0.8712,0.2844,1.1556
73323.0,0.8504,0.2805,1.1309
73324.0,0.8659,0.2828,1.1487
73325.0,0.8575,0.2823,1.1398000000000001
73326.0,0.8375,0.284,1.1215
73327.0,0.8437,0.2825,1.1261999999999999
73328.0,0.8813,0.2893,1.1705999999999999
73329.0,0.8534,0.2846,1.1380000000000001
73330.0,0.8458,0.2764,1.1221999999999999
73331.0,0.8428,0.2809,1.1237
73332.0,0.8531,0.2809,1.134
73333.0,0.8514,0.2831,1.1345
73334.0,0.865,0.2896,1.1546
73335.0,0.8305,0.2739,1.1044
73336.0,0.9041,0.2823,1.1864
73337.0,0.8312,0.2799,1.1111
73338.0,0.8576,0.2813,1.1389
73339.0,0.854,0.2827,1.1367
73340.0,0.857,0.2716,1.1286
73341.0,0.8403,0.2898,1.1301
73342.0,0.8606,0.2818,1.1424
73343.0,0.8376,0.2872,1.1248
73344.0,0.8086,0.2863,1.0949
73345.0,0.8686,0.276,1.1446
73346.0,0.8284,0.2903,1.1187
73347.0,0.8119,0.2841,1.096
73348.0,0.8313,0.2748,1.1061
73349.0,0.8286,0.2776,1.1062
73350.0,0.8457,0.2816,1.1273
73351.0,0.8456,0.2718,1.1174
73352.0,0.8593,0.2875,1.1467999999999998
73353.0,0.8501,0.283,1.1331
73354.0,0.8376,0.2793,1.1169
73355.0,0.8765,0.2755,1.152
73356.0,0.8718,0.2854,1.1572
73357.0,0.8454,0.2847,1.1301
73358.0,0.8224,0.2807,1.1031
73359.0,0.8137,0.2789,1.0926
73360.0,0.8852,0.2809,1.1661
73361.0,0.8695,0.2754,1.1449
73362.0,0.8619,0.2827,1.1446
73363.0,0.8949,0.2828,1.1777
73364.0,0.8469,0.2849,1.1318
73365.0,0.8688,0.2856,1.1544
73366.0,0.8666,0.2821,1.1487
73367.0,0.8531,0.2822,1.1353
73368.0,0.8584,0.2805,1.1389
73369.0,0.8418,0.2822,1.124
73370.0,0.8405,0.2869,1.1274
73371.0,0.8333,0.2729,1.1062
73372.0,0.8768,0.282,1.1588
73373.0,0.8506,0.3003,1.1509
73374.0,0.8735,0.2882,1.1617000000000002
73375.0,0.867,0.2932,1.1602000000000001
73376.0,0.8525,0.2796,1.1321
73377.0,0.8685,0.2804,1.1489
73378.0,0.8626,0.2832,1.1458
73379.0,0.8494,0.2879,1.1373
73380.0,0.8103,0.286,1.0963
73381.0,0.8262,0.2843,1.1105
73382.0,0.9398,0.3054,1.2452
73383.0,0.8414,0.2897,1.1311
73384.0,0.8248,0.2754,1.1002
73385.0,0.864,0.285,1.149
73386.0,0.8742,0.2892,1.1634
73387.0,0.844,0.289,1.133
73388.0,0.8082,0.2814,1.0896
73389.0,0.8177,0.2813,1.099
73390.0,0.8624,0.2753,1.1377000000000002
73391.0,0.8375,0.277,1.1145
73392.0,0.8429,0.2773,1.1202
73393.0,0.8386,0.281,1.1196000000000002
73394.0,0.8631,0.2853,1.1484
73395.0,0.8689,0.2763,1.1452
73396.0,0.8514,0.276,1.1274000000000002
73397.0,0.8696,0.2792,1.1488
73398.0,0.862,0.2826,1.1446
73399.0,0.8258,0.2815,1.1073
73400.0,0.8542,0.276,1.1301999999999999
73401.0,0.842,0.2796,1.1216
73402.0,0.8626,0.2738,1.1364
73403.0,0.8291,0.2782,1.1073
73404.0,0.8824,0.2828,1.1652
73405.0,0.8024,0.2785,1.0809
73406.0,0.8711,0.2803,1.1514
73407.0,0.813,0.2827,1.0957
73408.0,0.8596,0.2805,1.1401000000000001
73409.0,0.8591,0.2828,1.1419
73410.0,0.8462,0.2774,1.1236
73411.0,0.8734,0.278,1.1514
73412.0,0.8585,0.2796,1.1381000000000001
73413.0,0.8832,0.2827,1.1659
73414.0,0.8416,0.2762,1.1178
73415.0,0.8226,0.2728,1.0954
73416.0,0.8393,0.2724,1.1117
73417.0,0.8113,0.2812,1.0925
73418.0,0.8402,0.2834,1.1236
73419.0,0.8443,0.2885,1.1328
73420.0,0.8253,0.2791,1.1044
73421.0,0.8802,0.2882,1.1684
73422.0,0.8839,0.2855,1.1694
73423.0,0.8638,0.2838,1.1476
73424.0,0.8736,0.2658,1.1394
73425.0,0.8447,0.2766,1.1213
73426.0,0.8677,0.2839,1.1516
73427.0,0.8668,0.2867,1.1535
73428.0,0.8564,0.2825,1.1389
73429.0,0.8679,0.2783,1.1461999999999999
73430.0,0.855,0.2752,1.1301999999999999
73431.0,0.8122,0.2777,1.0899
73432.0,0.8447,0.2761,1.1208
73433.0,0.8618,0.2857,1.1475
73434.0,0.8573,0.2848,1.1421
73435.0,0.8913,0.275,1.1663000000000001
73436.0,0.8613,0.2822,1.1435
73437.0,0.8777,0.2844,1.1621000000000001
73438.0,0.8284,0.2754,1.1038000000000001
73439.0,0.7978,0.2723,1.0701
73440.0,0.864,0.2851,1.1491
73441.0,0.8487,0.2857,1.1344
73442.0,0.8391,0.2787,1.1178
73443.0,0.8631,0.279,1.1421000000000001
73444.0,0.8455,0.2818,1.1273
73445.0,0.8663,0.2779,1.1441999999999999
73446.0,0.8564,0.2776,1.1340000000000001
73447.0,0.8583,0.2791,1.1374
73448.0,0.8589,0.2751,1.134
73449.0,0.8526,0.2746,1.1272
73450.0,0.8268,0.2721,1.0989
73451.0,0.8323,0.2783,1.1106
73452.0,0.8426,0.2852,1.1278000000000001
73453.0,0.8627,0.2834,1.1461000000000001
73454.0,0.8689,0.2831,1.1520000000000001
73455.0,0.8435,0.295,1.1385
73456.0,0.8228,0.2837,1.1065
73457.0,0.8378,0.2769,1.1147
73458.0,0.8802,0.2876,1.1678
73459.0,0.8513,0.2832,1.1345
73460.0,0.8314,0.2831,1.1145
73461.0,0.88,0.2864,1.1663999999999999
73462.0,0.8581,0.3001,1.1582
73463.0,0.8478,0.347,1.1947999999999999
73464.0,0.861,0.3362,1.1972
73465.0,0.869,0.2982,1.1672
73466.0,0.8753,0.3378,1.2130999999999998
73467.0,0.8259,0.2924,1.1183
73468.0,0.8767,0.3147,1.1914
73469.0,0.8723,0.287,1.1593
73470.0,0.8952,0.3107,1.2059
73471.0,0.8547,0.3076,1.1623
73472.0,0.83,0.2944,1.1244
73473.0,0.8632,0.3152,1.1784
73474.0,0.865,0.2837,1.1487
73475.0,0.8738,0.3065,1.1803
73476.0,0.813,0.2836,1.0966
73477.0,0.8587,0.3081,1.1668
73478.0,0.8452,0.2981,1.1433
73479.0,0.8119,0.2875,1.0994
73480.0,0.8239,0.2917,1.1156
73481.0,0.8363,0.285,1.1213
73482.0,0.8435,0.3002,1.1437
73483.0,0.8265,0.2821,1.1086
73484.0,0.8405,0.2838,1.1243
73485.0,0.8671,0.2832,1.1503
73486.0,0.8288,0.2846,1.1134
73487.0,0.8519,0.2809,1.1328
73488.0,0.8284,0.28,1.1084
73489.0,0.8296,0.2863,1.1159
73490.0,0.8533,0.2758,1.1291
73491.0,0.8988,0.2922,1.191
73492.0,0.9074,0.2844,1.1918
73493.0,0.8384,0.2774,1.1158000000000001
73494.0,0.8974,0.3006,1.198
73495.0,0.8619,0.2743,1.1362
73496.0,0.8582,0.2887,1.1469
73497.0,0.8811,0.2883,1.1694
73498.0,0.8363,0.2801,1.1164
73499.0,0.855,0.2885,1.1435
73500.0,0.837,0.2827,1.1197
73501.0,0.8199,0.2741,1.0939999999999999
73502.0,0.858,0.287,1.145
73503.0,0.8306,0.2881,1.1187
73504.0,0.8325,0.2878,1.1203
73505.0,0.8513,0.2802,1.1315
73506.0,0.86,0.285,1.145
73507.0,0.8322,0.2896,1.1218000000000001
73508.0,0.8669,0.2816,1.1485
73509.0,0.8555,0.283,1.1385
73510.0,0.8471,0.2827,1.1298
73511.0,0.8435,0.2772,1.1207
73512.0,0.7774,0.2799,1.0573
73513.0,0.8318,0.2782,1.1099999999999999
73514.0,0.8381,0.2762,1.1143
73515.0,0.8471,0.2759,1.123
73516.0,0.8145,0.2841,1.0986
73517.0,0.7986,0.2778,1.0764
73518.0,0.8293,0.2772,1.1065
73519.0,0.8595,0.2763,1.1358000000000001
73520.0,0.8462,0.2818,1.128
73521.0,0.8847,0.2834,1.1681
73522.0,0.8632,0.2857,1.1489
73523.0,0.8343,0.2803,1.1146
73524.0,0.8931,0.2792,1.1723
73525.0,0.8487,0.2777,1.1264
73526.0,0.8548,0.2901,1.1449
73527.0,0.8571,0.2804,1.1375
73528.0,0.8719,0.2794,1.1513
73529.0,0.8802,0.2837,1.1639
73530.0,0.8183,0.2833,1.1016
73531.0,0.8762,0.2779,1.1541
73532.0,0.8412,0.2818,1.123
73533.0,0.8493,0.2749,1.1242
73534.0,0.8741,0.2816,1.1557
73535.0,0.8467,0.2824,1.1291
73536.0,0.8527,0.2829,1.1356
73537.0,0.866,0.2829,1.1489
73538.0,0.8684,0.2789,1.1473
73539.0,0.8663,0.2875,1.1538
73540.0,0.8569,0.2795,1.1364
73541.0,0.8266,0.2803,1.1069
73542.0,0.8678,0.2831,1.1509
73543.0,0.8556,0.279,1.1346
73544.0,0.8699,0.2783,1.1482
73545.0,0.8386,0.2727,1.1113
73546.0,0.8385,0.2748,1.1133
73547.0,0.8503,0.2844,1.1347
73548.0,0.8676,0.2828,1.1504
73549.0,0.8356,0.2781,1.1137000000000001
73550.0,0.823,0.2704,1.0934
73551.0,0.8663,0.2817,1.148
73552.0,0.8643,0.2925,1.1568
73553.0,0.8395,0.2876,1.1271
73554.0,0.8125,0.2967,1.1092
73555.0,0.8504,0.2834,1.1338
73556.0,0.876,0.276,1.1520000000000001
73557.0,0.8525,0.276,1.1285
73558.0,0.8805,0.2793,1.1598
73559.0,0.8506,0.2841,1.1347
73560.0,0.8279,0.2768,1.1047
73561.0,0.8442,0.2827,1.1269
73562.0,0.8683,0.2893,1.1576
73563.0,0.8286,0.2916,1.1202
73564.0,0.8573,0.2845,1.1418
73565.0,0.8625,0.2829,1.1454
73566.0,0.8512,0.2925,1.1437
73567.0,0.8425,0.2886,1.1311
73568.0,0.8248,0.2878,1.1126
73569.0,0.864,0.2782,1.1421999999999999
73570.0,0.8515,0.2852,1.1367
73571.0,0.8948,0.2785,1.1733
73572.0,0.8629,0.2821,1.145
73573.0,0.8437,0.2845,1.1282
73574.0,0.8277,0.2902,1.1179000000000001
73575.0,0.8224,0.2763,1.0987
73576.0,0.8632,0.2892,1.1524
73577.0,0.8595,0.2805,1.1400000000000001
73578.0,0.8426,0.2816,1.1242
73579.0,0.8373,0.275,1.1123
73580.0,0.836,0.2725,1.1085
73581.0,0.8636,0.2867,1.1503
73582.0,0.8867,0.2902,1.1769
73583.0,0.8512,0.2836,1.1348
73584.0,0.8544,0.292,1.1464
73585.0,0.863,0.2878,1.1508
73586.0,0.8217,0.2799,1.1016
73587.0,0.8515,0.2764,1.1279
73588.0,0.841,0.2853,1.1263
73589.0,0.8344,0.2921,1.1265
73590.0,0.8716,0.2827,1.1543
73591.0,0.8316,0.274,1.1056
73592.0,0.8543,0.2836,1.1379
73593.0,0.8142,0.2848,1.099
73594.0,0.8545,0.2791,1.1336
73595.0,0.8458,0.2709,1.1167
73596.0,0.8325,0.2776,1.1101
73597.0,0.8512,0.2859,1.1371
73598.0,0.8632,0.284,1.1472
73599.0,0.8471,0.2893,1.1364
73600.0,0.8889,0.275,1.1639
73601.0,0.8611,0.2819,1.143
73602.0,0.8493,0.2903,1.1396000000000002
73603.0,0.8506,0.2837,1.1343
73604.0,0.8683,0.2882,1.1564999999999999
73605.0,0.8559,0.2886,1.1445
73606.0,0.8591,0.2887,1.1478
73607.0,0.8109,0.2839,1.0948
73608.0,0.8485,0.2777,1.1262
73609.0,0.876,0.2992,1.1752
73610.0,0.8546,0.2874,1.142
73611.0,0.8325,0.2893,1.1218
73612.0,0.8554,0.2886,1.1440000000000001
73613.0,0.8291,0.2821,1.1112
73614.0,0.8799,0.283,1.1629
73615.0,0.8645,0.2845,1.149
73616.0,0.8374,0.2895,1.1269
73617.0,0.8563,0.286,1.1422999999999999
73618.0,0.8406,0.2855,1.1261
73619.0,0.818,0.2808,1.0988
73620.0,0.8314,0.282,1.1134
73621.0,0.8451,0.279,1.1240999999999999
73622.0,0.8419,0.281,1.1229
73623.0,0.8702,0.2915,1.1617
73624.0,0.8522,0.2852,1.1374
73625.0,0.8402,0.283,1.1232
73626.0,0.8531,0.2754,1.1284999999999998
73627.0,0.8644,0.2796,1.144
73628.0,0.835,0.2798,1.1148
73629.0,0.8466,0.2708,1.1174
73630.0,0.8418,0.284,1.1258
73631.0,0.9126,0.2875,1.2001
73632.0,0.8405,0.2785,1.119
73633.0,0.8944,0.2803,1.1747
73634.0,0.8918,0.2807,1.1725
73635.0,0.8583,0.2813,1.1396
73636.0,0.8858,0.2918,1.1776
73637.0,0.8186,0.2808,1.0994
73638.0,0.8603,0.2936,1.1539
73639.0,0.8529,0.2796,1.1325
73640.0,0.8524,0.2801,1.1325
73641.0,0.8482,0.2772,1.1254
73642.0,0.8261,0.2694,1.0955
73643.0,0.8841,0.2723,1.1564
73644.0,0.8262,0.2875,1.1137000000000001
73645.0,0.8171,0.2786,1.0957000000000001
73646.0,0.8376,0.2703,1.1078999999999999
73647.0,0.8212,0.2751,1.0963
73648.0,0.8281,0.2678,1.0958999999999999
73649.0,0.8567,0.2818,1.1385
73650.0,0.8382,0.284,1.1221999999999999
73651.0,0.831,0.2778,1.1088
73652.0,0.8614,0.2847,1.1461000000000001
73653.0,0.8623,0.2875,1.1498
73654.0,0.8939,0.2677,1.1616
73655.0,0.8354,0.28,1.1154000000000002
73656.0,0.813,0.2774,1.0903999999999998
73657.0,0.8166,0.2872,1.1038000000000001
73658.0,0.8538,0.2829,1.1367
73659.0,0.8499,0.2856,1.1355
73660.0,0.8528,0.2804,1.1332
73661.0,0.8619,0.2843,1.1461999999999999
73662.0,0.8104,0.2775,1.0879
73663.0,0.8838,0.2871,1.1709
73664.0,0.8791,0.2893,1.1684
73665.0,0.9079,0.2753,1.1832
73666.0,0.827,0.2754,1.1023999999999998
73667.0,0.8708,0.2835,1.1543
73668.0,0.8143,0.2719,1.0862
73669.0,0.8094,0.2754,1.0848
73670.0,0.8658,0.2722,1.138
73671.0,0.846,0.275,1.121
73672.0,0.8817,0.2843,1.166
73673.0,0.8528,0.2818,1.1346
73674.0,0.8268,0.2776,1.1044
73675.0,0.8475,0.2822,1.1297000000000001
73676.0,0.8158,0.2797,1.0955
73677.0,0.8385,0.2735,1.112
73678.0,0.8383,0.2734,1.1117
73679.0,0.8786,0.2842,1.1628
73680.0,0.8568,0.2894,1.1461999999999999
73681.0,0.8445,0.2775,1.122
73682.0,0.883,0.2763,1.1593
73683.0,0.8639,0.2787,1.1426
73684.0,0.8595,0.2829,1.1424
73685.0,0.8895,0.2817,1.1712
73686.0,0.8651,0.2778,1.1429
73687.0,0.8524,0.2814,1.1338
73688.0,0.848,0.2838,1.1318
73689.0,0.8434,0.2848,1.1282
73690.0,0.8502,0.2806,1.1308
73691.0,0.842,0.2714,1.1134
73692.0,0.8003,0.2697,1.07
73693.0,0.8493,0.2913,1.1406
73694.0,0.8726,0.2825,1.1551
73695.0,0.8638,0.2914,1.1552
73696.0,0.8306,0.2787,1.1093
73697.0,0.8391,0.2805,1.1196
73698.0,0.8099,0.2745,1.0844
73699.0,0.8531,0.2748,1.1279
73700.0,0.8612,0.2868,1.148
73701.0,0.8416,0.2765,1.1181
73702.0,0.8487,0.2797,1.1284
73703.0,0.8417,0.2929,1.1346
73704.0,0.8245,0.2825,1.107
73705.0,0.8683,0.2759,1.1441999999999999
73706.0,0.8602,0.2811,1.1413
73707.0,0.885,0.2735,1.1585
73708.0,0.8342,0.277,1.1112000000000002
73709.0,0.8272,0.2781,1.1053000000000002
73710.0,0.8087,0.2871,1.0958
73711.0,0.8513,0.2883,1.1396
73712.0,0.8324,0.2896,1.122
73713.0,0.8551,0.2968,1.1519
73714.0,0.838,0.295,1.133
73715.0,0.878,0.2807,1.1587
73716.0,0.8663,0.2936,1.1599
73717.0,0.8701,0.2796,1.1497
73718.0,0.8134,0.2828,1.0962
73719.0,0.862,0.282,1.144
73720.0,0.8467,0.2925,1.1392
73721.0,0.8524,0.2819,1.1343
73722.0,0.9117,0.2809,1.1925999999999999
73723.0,0.8521,0.281,1.1331
73724.0,0.8465,0.2849,1.1314
73725.0,0.8745,0.2846,1.1591
73726.0,0.8748,0.2844,1.1592
73727.0,0.8299,0.2847,1.1146
73728.0,0.8718,0.2801,1.1519
73729.0,0.8233,0.2768,1.1001
73730.0,0.8406,0.2826,1.1232
73731.0,0.8387,0.279,1.1177000000000001
73732.0,1.0057,0.2822,1.2879
73733.0,0.8513,0.2794,1.1307
73734.0,0.8696,0.2906,1.1602000000000001
73735.0,0.818,0.2866,1.1046
73736.0,0.869,0.2783,1.1473
73737.0,0.847,0.2841,1.1311
73738.0,0.8863,0.2861,1.1724
73739.0,0.8577,0.2896,1.1473
73740.0,0.8735,0.2895,1.163
73741.0,0.8704,0.2825,1.1528999999999998
73742.0,0.8581,0.2792,1.1373
73743.0,0.881,0.2826,1.1636
73744.0,0.8318,0.2718,1.1036
73745.0,0.916,0.2739,1.1899
73746.0,0.9056,0.276,1.1816
73747.0,0.8414,0.2808,1.1222
73748.0,0.8766,0.2764,1.153
73749.0,0.827,0.2737,1.1007
73750.0,0.8626,0.2821,1.1447
73751.0,0.8562,0.2791,1.1353
73752.0,0.8605,0.2836,1.1441000000000001
73753.0,0.8527,0.2852,1.1379000000000001
73754.0,0.8533,0.2778,1.1311
73755.0,0.8945,0.2836,1.1781
73756.0,0.8227,0.2872,1.1099
73757.0,0.8769,0.2777,1.1546
73758.0,0.829,0.2764,1.1054
73759.0,0.8549,0.2851,1.1400000000000001
73760.0,0.8651,0.2704,1.1355
73761.0,0.8499,0.2784,1.1282999999999999
73762.0,0.8784,0.2837,1.1621
73763.0,0.8481,0.2863,1.1343999999999999
73764.0,0.8206,0.2881,1.1087
73765.0,0.8222,0.2901,1.1123
73766.0,0.8088,0.2816,1.0904
73767.0,0.8752,0.2793,1.1545
73768.0,0.8488,0.288,1.1368
73769.0,0.8448,0.2883,1.1331
73770.0,0.8172,0.2951,1.1123
73771.0,0.8294,0.2788,1.1082
73772.0,0.8475,0.2806,1.1281
73773.0,0.8404,0.2779,1.1183
73774.0,0.833,0.2906,1.1236
73775.0,0.817,0.2888,1.1058
73776.0,0.8819,0.3085,1.1904
73777.0,0.8594,0.293,1.1524
73778.0,0.9135,0.2745,1.188
73779.0,0.882,0.293,1.175
73780.0,0.8497,0.2925,1.1421999999999999
73781.0,0.8497,0.2872,1.1369
73782.0,0.875,0.2848,1.1598
73783.0,0.8843,0.2893,1.1736
73784.0,0.8356,0.3073,1.1429
73785.0,0.8456,0.2839,1.1295
73786.0,0.8681,0.3164,1.1844999999999999
73787.0,0.8461,0.2785,1.1246
73788.0,0.8563,0.3018,1.1581
73789.0,0.8679,0.2924,1.1602999999999999
73790.0,0.8384,0.2919,1.1303
73791.0,0.8626,0.2834,1.146
73792.0,0.9017,0.2939,1.1956
73793.0,0.859,0.2778,1.1368
73794.0,0.8295,0.2866,1.1161
73795.0,0.8108,0.2864,1.0972
73796.0,0.8429,0.2772,1.1200999999999999
73797.0,0.8804,0.2895,1.1699
73798.0,0.8456,0.2803,1.1259000000000001
73799.0,0.8605,0.2924,1.1529
73800.0,0.8796,0.2896,1.1692
73801.0,0.8625,0.2869,1.1494
73802.0,0.8743,0.2842,1.1585
73803.0,0.8337,0.2874,1.1211
73804.0,0.8683,0.2813,1.1496
73805.0,0.8532,0.2799,1.1331
73806.0,0.8276,0.2837,1.1113
73807.0,0.8683,0.2773,1.1456
73808.0,0.8422,0.281,1.1232
73809.0,0.8875,0.2912,1.1787
73810.0,0.8154,0.2842,1.0996000000000001
73811.0,0.866,0.2875,1.1535
73812.0,0.8477,0.2794,1.1271
73813.0,0.8274,0.2953,1.1227
73814.0,0.8603,0.2804,1.1406999999999998
73815.0,0.8493,0.2797,1.129
73816.0,0.846,0.2846,1.1306
73817.0,0.8297,0.2878,1.1175
73818.0,0.8667,0.2836,1.1503
73819.0,0.8534,0.2724,1.1258
73820.0,0.8661,0.2823,1.1484
73821.0,0.8718,0.294,1.1658
73822.0,0.842,0.279,1.121
73823.0,0.8514,0.2725,1.1239000000000001
73824.0,0.8497,0.272,1.1217000000000001
73825.0,0.8463,0.2874,1.1337000000000002
73826.0,0.8325,0.2856,1.1181
73827.0,0.8347,0.2819,1.1166
73828.0,0.8574,0.2905,1.1479
73829.0,0.8478,0.2837,1.1315
73830.0,0.8767,0.2924,1.1691
73831.0,0.8566,0.2804,1.137
73832.0,0.8333,0.279,1.1123
73833.0,0.8544,0.2878,1.1422
73834.0,0.843,0.2848,1.1278
73835.0,0.8407,0.2802,1.1209
73836.0,0.8431,0.2854,1.1284999999999998
73837.0,0.8711,0.287,1.1581
73838.0,0.7943,0.2887,1.083
73839.0,0.8475,0.2843,1.1318000000000001
73840.0,0.8163,0.2782,1.0945
73841.0,0.8379,0.2786,1.1165
73842.0,0.8206,0.2842,1.1048
73843.0,0.8667,0.2783,1.145
73844.0,0.8834,0.2839,1.1673
73845.0,0.8414,0.2806,1.122
73846.0,0.859,0.2816,1.1406
73847.0,0.8426,0.2816,1.1242
73848.0,0.8464,0.2868,1.1332
73849.0,0.8731,0.2819,1.155
73850.0,0.8571,0.2879,1.145
73851.0,0.8734,0.2752,1.1486
73852.0,0.8324,0.2843,1.1167
73853.0,0.8293,0.2786,1.1079
73854.0,0.8782,0.2848,1.163
73855.0,0.8326,0.2833,1.1159
73856.0,0.8306,0.2805,1.1111
73857.0,0.8548,0.2798,1.1346
73858.0,0.8215,0.2817,1.1032
73859.0,0.834,0.2748,1.1088
73860.0,0.7953,0.2819,1.0772
73861.0,0.8277,0.2806,1.1083
73862.0,0.8383,0.2773,1.1156000000000001
73863.0,0.8534,0.2809,1.1343
73864.0,0.9031,0.2791,1.1822
73865.0,0.8349,0.2766,1.1115
73866.0,0.8789,0.2778,1.1567
73867.0,0.8409,0.2807,1.1216
73868.0,0.8737,0.2807,1.1544
73869.0,0.8699,0.2867,1.1566
73870.0,0.8549,0.2771,1.1320000000000001
73871.0,0.845,0.2844,1.1294
73872.0,0.8797,0.2853,1.165
73873.0,0.8626,0.2774,1.1400000000000001
73874.0,0.8423,0.2831,1.1254
73875.0,0.8226,0.2854,1.108
73876.0,0.8462,0.2835,1.1297
73877.0,0.8589,0.2763,1.1352
73878.0,0.846,0.2774,1.1234
73879.0,0.8434,0.2957,1.1391
73880.0,0.874,0.2891,1.1631
73881.0,0.8611,0.2949,1.156
73882.0,0.8594,0.2837,1.1431
73883.0,0.828,0.2797,1.1077
73884.0,0.8522,0.292,1.1441999999999999
73885.0,0.8456,0.2841,1.1297000000000001
73886.0,0.8631,0.2868,1.1499
73887.0,0.8641,0.2951,1.1592
73888.0,0.8537,0.2702,1.1239
73889.0,0.8534,0.2942,1.1476000000000002
73890.0,0.8754,0.2996,1.1749999999999998
73891.0,0.8558,0.2773,1.1331
73892.0,0.8736,0.2863,1.1599
73893.0,0.835,0.3066,1.1416
73894.0,0.8816,0.2773,1.1589
73895.0,0.8215,0.2802,1.1017000000000001
73896.0,0.8384,0.2921,1.1305
73897.0,0.858,0.2949,1.1529
73898.0,0.8341,0.2832,1.1173
73899.0,0.848,0.2953,1.1433
73900.0,0.8754,0.2688,1.1441999999999999
73901.0,0.8421,0.2841,1.1261999999999999
73902.0,0.856,0.2944,1.1503999999999999
73903.0,0.8577,0.2739,1.1316
73904.0,0.8394,0.2925,1.1319
73905.0,0.8651,0.2823,1.1474
73906.0,0.9002,0.2936,1.1938
73907.0,0.8537,0.2826,1.1363
73908.0,0.8416,0.2892,1.1308
73909.0,0.8608,0.2839,1.1447
73910.0,0.8601,0.2863,1.1463999999999999
73911.0,0.8754,0.2789,1.1542999999999999
73912.0,0.8611,0.2864,1.1475
73913.0,0.8456,0.2866,1.1322
73914.0,0.8659,0.2811,1.147
73915.0,0.831,0.2777,1.1087
73916.0,0.8547,0.2914,1.1461000000000001
